code,name,weight_kg,volume_m3,category
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2.9311,0.0008,Lighting
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.3503,0.0116,Lighting
84971S,SMALL HEART FLOWERS HOOK,1.4345,0.0428,Decor
84978,HANGING HEART JAR T-LIGHT HOLDER,1.3736,0.0476,Kitchen
84987,SET OF 36 TEATIME PAPER DOILIES,1.6321,0.0189,Stationery
84988,SET OF 72 PINK HEART PAPER DOILIES,1.2906,0.0281,Decor
84991,60 TEATIME FAIRY CAKE CASES,1.8632,0.0256,General
84992,72 SWEETHEART FAIRY CAKE CASES,2.3084,0.0024,Decor
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1.7458,0.014,General
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,2.8445,0.0467,General
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1.6172,0.0109,General
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2.534,0.0498,General
85014A,BLACK/BLUE POLKADOT UMBRELLA,1.6681,0.0285,General
85014B,RED RETROSPOT UMBRELLA,0.3248,0.0492,General
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2.8793,0.049,Lighting
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.1108,0.0335,Kitchen
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2.8364,0.0319,Seasonal
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.712,0.0082,Seasonal
85049C,ROMANTIC PINKS RIBBONS,2.1962,0.0109,General
85049D,BRIGHT BLUES RIBBONS,2.0172,0.0252,General
85049E,SCANDINAVIAN REDS RIBBONS,2.1397,0.0086,General
85049G,CHOCOLATE BOX RIBBONS,2.308,0.0078,General
85053,FRENCH ENAMEL CANDLEHOLDER,2.4914,0.0138,Lighting
85061W,WHITE JEWELLED HEART DECORATION,1.0448,0.0189,Decor
85066,CREAM SWEETHEART MINI CHEST,0.8672,0.025,Decor
85099B,JUMBO BAG RED RETROSPOT,0.827,0.0147,Bags
85099C,JUMBO  BAG BAROQUE BLACK WHITE,2.7653,0.0305,Bags
85099F,JUMBO BAG STRAWBERRY,1.6318,0.0215,Bags
85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.2589,0.0438,Lighting
85150,LADIES & GENTLEMEN METAL SIGN,0.7025,0.0138,Decor
85152,HAND OVER THE CHOCOLATE   SIGN,1.4669,0.0419,Decor
85174,S/4 CACTI CANDLES,1.8242,0.0039,Lighting
85175,CACTI T-LIGHT CANDLES,2.5963,0.0393,Lighting
85199S,SMALL HANGING IVORY/RED WOOD BIRD,1.1385,0.0457,General
85227,SET OF 6 3D KIT CARDS FOR KIDS,0.5092,0.0174,Stationery
85231B,CINAMMON SET OF 9 T-LIGHTS,2.7671,0.0164,Lighting
85232B,SET/3 RUSSIAN DOLL STACKING TINS,0.1708,0.0308,Toys
